Date,Customer_ID,Category,Region,Device,Funnel_Stage,Stage_Order,Revenue,Order_Flag
2024-06-02,C04444,Wearables,EU,Mobile,Visit,1,0,0
2024-02-02,C05062,Audio,UK,Mobile,Visit,1,0,0
2023-11-29,C06315,Wearables,UK,Desktop,View,2,0,0
2023-11-13,C01453,Laptop,UK,Desktop,View,2,0,0
2024-07-16,C02454,Mobile,US,Mobile,Visit,1,0,0
2024-03-01,C05500,Mobile,EU,Mobile,Add to Cart,3,0,0
2023-05-16,C05181,Accessories,UK,Desktop,Add to Cart,3,0,0
2024-11-20,C06674,Laptop,US,Desktop,View,2,0,0
2024-10-02,C02988,Mobile,EU,Mobile,Visit,1,0,0
2024-12-09,C02790,Laptop,EU,Desktop,View,2,0,0
2023-09-24,C03670,Audio,UK,Mobile,Checkout,4,0,0
2023-04-17,C00201,Accessories,US,Mobile,Purchase,5,609,1
2024-07-13,C07826,Laptop,US,Desktop,Visit,1,0,0
2023-05-18,C06201,Audio,India,Mobile,Purchase,5,62577,1
2024-09-06,C06229,Audio,UK,Desktop,Visit,1,0,0
2023-02-16,C00783,Accessories,UK,Mobile,Add to Cart,3,0,0
2024-10-26,C02761,Wearables,EU,Desktop,Checkout,4,0,0
2024-01-03,C05226,Accessories,India,Mobile,Purchase,5,28402,1
2023-01-06,C04922,Audio,UK,Mobile,Visit,1,0,0
2024-06-06,C03714,Laptop,India,Desktop,View,2,0,0
2024-06-12,C07182,Mobile,UK,Mobile,Checkout,4,0,0
2024-10-16,C05653,Mobile,EU,Desktop,Visit,1,0,0
2023-09-29,C00939,Audio,India,Mobile,Add to Cart,3,0,0
2023-03-07,C03117,Laptop,India,Desktop,Add to Cart,3,0,0
2024-02-24,C03618,Accessories,India,Mobile,View,2,0,0
2023-12-05,C02421,Mobile,India,Desktop,Visit,1,0,0
2024-05-12,C05191,Audio,EU,Mobile,Purchase,5,12584,1
2024-04-13,C00764,Wearables,India,Desktop,Add to Cart,3,0,0
2023-11-27,C02895,Mobile,US,Mobile,Visit,1,0,0
2024-09-30,C01255,Mobile,India,Mobile,Checkout,4,0,0
2023-05-11,C04620,Audio,UK,Desktop,Checkout,4,0,0
2024-06-13,C07291,Wearables,UK,Desktop,Purchase,5,45536,1
2024-12-19,C01799,Audio,EU,Desktop,Checkout,4,0,0
2024-08-23,C05189,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-03-13,C05231,Audio,US,Desktop,Checkout,4,0,0
2023-08-31,C04967,Mobile,US,Mobile,Checkout,4,0,0
2024-04-07,C01270,Laptop,UK,Desktop,View,2,0,0
2023-12-16,C07541,Audio,EU,Mobile,Checkout,4,0,0
2023-01-17,C06044,Accessories,UK,Mobile,Checkout,4,0,0
2024-04-10,C04194,Audio,UK,Mobile,Visit,1,0,0
2023-12-29,C02841,Laptop,UK,Desktop,Checkout,4,0,0
2023-07-29,C05442,Mobile,India,Mobile,Checkout,4,0,0
2024-09-02,C06963,Laptop,India,Mobile,Checkout,4,0,0
2024-06-08,C00713,Laptop,EU,Desktop,Visit,1,0,0
2024-11-29,C00674,Audio,India,Desktop,Add to Cart,3,0,0
2024-02-24,C04605,Accessories,US,Mobile,Add to Cart,3,0,0
2023-05-13,C00942,Accessories,US,Mobile,Add to Cart,3,0,0
2023-01-14,C00943,Audio,India,Desktop,Visit,1,0,0
2023-02-13,C04472,Accessories,EU,Mobile,Visit,1,0,0
2024-01-12,C03744,Accessories,US,Mobile,Visit,1,0,0
2023-10-22,C01917,Accessories,US,Desktop,Visit,1,0,0
2024-01-31,C06284,Wearables,India,Mobile,View,2,0,0
2023-04-14,C03837,Laptop,EU,Mobile,Visit,1,0,0
2024-03-20,C02429,Mobile,India,Mobile,Visit,1,0,0
2023-03-03,C06547,Wearables,India,Mobile,Add to Cart,3,0,0
2024-07-18,C03375,Mobile,India,Desktop,View,2,0,0
2024-02-16,C01190,Audio,India,Mobile,Add to Cart,3,0,0
2024-09-21,C04857,Wearables,EU,Desktop,View,2,0,0
2023-11-17,C02954,Laptop,EU,Desktop,View,2,0,0
2023-05-11,C02314,Mobile,UK,Mobile,View,2,0,0
2023-07-18,C05475,Wearables,India,Desktop,Purchase,5,41452,1
2023-02-05,C03625,Audio,India,Mobile,Add to Cart,3,0,0
2023-08-04,C07223,Mobile,India,Mobile,Visit,1,0,0
2024-08-08,C01253,Laptop,India,Mobile,View,2,0,0
2023-11-02,C07392,Laptop,India,Desktop,View,2,0,0
2024-07-20,C07928,Mobile,India,Desktop,View,2,0,0
2023-01-12,C01910,Laptop,India,Mobile,View,2,0,0
2023-03-24,C02247,Mobile,EU,Mobile,Visit,1,0,0
2023-02-01,C02675,Audio,EU,Mobile,Visit,1,0,0
2024-02-12,C03325,Mobile,EU,Mobile,Visit,1,0,0
2023-03-27,C05834,Mobile,UK,Desktop,Visit,1,0,0
2024-02-15,C02603,Mobile,India,Desktop,Visit,1,0,0
2024-12-13,C05798,Mobile,India,Mobile,Add to Cart,3,0,0
2024-07-16,C00155,Wearables,India,Desktop,Purchase,5,29281,1
2023-09-13,C02848,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-08-29,C02675,Laptop,EU,Desktop,View,2,0,0
2024-12-17,C05959,Accessories,US,Mobile,Visit,1,0,0
2024-12-08,C05808,Wearables,EU,Mobile,Visit,1,0,0
2024-03-27,C03866,Laptop,India,Mobile,Purchase,5,22816,1
2023-01-01,C04054,Wearables,UK,Desktop,Visit,1,0,0
2024-08-23,C03642,Mobile,EU,Desktop,Visit,1,0,0
2023-10-09,C02380,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-10-12,C04504,Laptop,EU,Desktop,View,2,0,0
2024-08-21,C01528,Audio,UK,Desktop,Visit,1,0,0
2024-05-28,C05814,Laptop,US,Mobile,View,2,0,0
2024-11-10,C00626,Audio,EU,Mobile,Visit,1,0,0
2023-04-29,C00686,Mobile,UK,Mobile,View,2,0,0
2024-05-19,C01466,Accessories,EU,Desktop,Visit,1,0,0
2023-03-21,C07424,Mobile,UK,Desktop,Checkout,4,0,0
2024-09-14,C02464,Wearables,EU,Desktop,Visit,1,0,0
2024-11-07,C03472,Mobile,UK,Desktop,View,2,0,0
2023-08-07,C05210,Mobile,India,Mobile,Checkout,4,0,0
2024-05-31,C06086,Wearables,India,Desktop,Visit,1,0,0
2024-12-27,C05057,Mobile,UK,Mobile,Add to Cart,3,0,0
2024-12-07,C04237,Laptop,India,Desktop,Visit,1,0,0
2024-04-10,C00870,Mobile,EU,Mobile,View,2,0,0
2024-06-01,C03078,Wearables,EU,Mobile,Purchase,5,56017,1
2024-05-16,C03814,Mobile,EU,Mobile,Add to Cart,3,0,0
2023-02-27,C01932,Wearables,India,Desktop,Visit,1,0,0
2023-12-03,C00905,Audio,EU,Mobile,Visit,1,0,0
2024-05-24,C05460,Wearables,India,Mobile,View,2,0,0
2024-09-05,C01851,Accessories,US,Desktop,View,2,0,0
2024-03-01,C02023,Laptop,EU,Desktop,Add to Cart,3,0,0
2024-07-13,C01243,Mobile,UK,Desktop,Visit,1,0,0
2024-01-05,C02627,Laptop,US,Mobile,View,2,0,0
2024-02-15,C02712,Mobile,EU,Mobile,Add to Cart,3,0,0
2024-11-05,C01295,Audio,UK,Mobile,View,2,0,0
2024-03-07,C02786,Laptop,India,Mobile,Visit,1,0,0
2023-07-15,C04159,Mobile,UK,Desktop,Visit,1,0,0
2024-01-12,C05938,Audio,India,Mobile,Visit,1,0,0
2023-12-31,C00864,Accessories,UK,Mobile,Add to Cart,3,0,0
2024-10-05,C01557,Mobile,EU,Mobile,Add to Cart,3,0,0
2024-02-09,C02561,Audio,UK,Desktop,Visit,1,0,0
2024-05-06,C02303,Accessories,UK,Mobile,View,2,0,0
2023-03-07,C00737,Accessories,EU,Mobile,Add to Cart,3,0,0
2024-01-26,C06270,Accessories,UK,Mobile,Add to Cart,3,0,0
2023-03-24,C00779,Mobile,India,Desktop,Add to Cart,3,0,0
2024-04-25,C03523,Audio,EU,Desktop,View,2,0,0
2023-08-17,C05526,Mobile,US,Desktop,Visit,1,0,0
2024-12-31,C05834,Wearables,EU,Mobile,Purchase,5,33474,1
2023-08-13,C04716,Laptop,US,Desktop,Add to Cart,3,0,0
2023-04-23,C07526,Audio,UK,Desktop,Add to Cart,3,0,0
2024-10-13,C04184,Audio,India,Desktop,Add to Cart,3,0,0
2023-07-04,C01415,Mobile,US,Mobile,Purchase,5,72335,1
2024-05-26,C05489,Wearables,UK,Mobile,View,2,0,0
2023-06-22,C04785,Audio,EU,Mobile,Visit,1,0,0
2024-06-06,C04737,Wearables,US,Desktop,Purchase,5,68157,1
2024-11-01,C06591,Laptop,EU,Desktop,View,2,0,0
2023-07-24,C06464,Audio,India,Desktop,View,2,0,0
2024-06-21,C05018,Wearables,India,Desktop,Purchase,5,59652,1
2023-11-15,C04369,Wearables,EU,Mobile,Checkout,4,0,0
2023-06-08,C06795,Wearables,US,Mobile,View,2,0,0
2023-10-05,C07107,Wearables,US,Mobile,View,2,0,0
2023-05-28,C04733,Mobile,EU,Desktop,Visit,1,0,0
2023-03-24,C00522,Audio,UK,Desktop,View,2,0,0
2024-02-23,C05698,Mobile,EU,Mobile,Checkout,4,0,0
2024-06-21,C02848,Wearables,UK,Desktop,Purchase,5,30076,1
2024-08-05,C04112,Accessories,India,Mobile,Add to Cart,3,0,0
2024-07-02,C02416,Audio,US,Desktop,Visit,1,0,0
2024-01-27,C06395,Mobile,EU,Mobile,Add to Cart,3,0,0
2023-05-13,C04890,Wearables,EU,Desktop,Checkout,4,0,0
2024-09-29,C04456,Wearables,India,Desktop,Purchase,5,3396,1
2024-09-18,C00231,Audio,India,Mobile,Add to Cart,3,0,0
2024-08-26,C05962,Laptop,EU,Mobile,Visit,1,0,0
2023-08-30,C07421,Audio,UK,Mobile,Add to Cart,3,0,0
2024-03-26,C04708,Mobile,US,Desktop,View,2,0,0
2023-07-19,C06750,Laptop,UK,Mobile,Purchase,5,35964,1
2024-12-19,C03465,Audio,UK,Desktop,Add to Cart,3,0,0
2023-04-27,C02565,Audio,EU,Mobile,Visit,1,0,0
2023-08-07,C00519,Audio,UK,Mobile,Add to Cart,3,0,0
2023-11-01,C00484,Accessories,UK,Mobile,View,2,0,0
2023-08-31,C02113,Audio,US,Desktop,Add to Cart,3,0,0
2023-10-19,C02267,Mobile,India,Mobile,Visit,1,0,0
2023-10-28,C03852,Wearables,US,Desktop,Purchase,5,15306,1
2024-11-14,C05328,Mobile,US,Desktop,Add to Cart,3,0,0
2024-01-23,C04272,Audio,EU,Mobile,View,2,0,0
2024-08-10,C06856,Laptop,EU,Mobile,Add to Cart,3,0,0
2023-07-28,C03865,Accessories,India,Desktop,View,2,0,0
2023-11-10,C05005,Accessories,US,Desktop,Purchase,5,45285,1
2024-09-08,C05545,Accessories,US,Desktop,Visit,1,0,0
2023-01-26,C01034,Laptop,EU,Mobile,View,2,0,0
2023-03-20,C00766,Laptop,UK,Desktop,Visit,1,0,0
2023-05-08,C07848,Laptop,India,Desktop,Visit,1,0,0
2024-02-17,C03361,Laptop,EU,Mobile,Add to Cart,3,0,0
2023-05-17,C05027,Mobile,India,Desktop,View,2,0,0
2023-11-30,C06053,Wearables,India,Mobile,Add to Cart,3,0,0
2024-07-01,C06759,Laptop,India,Desktop,View,2,0,0
2024-01-23,C00988,Wearables,UK,Mobile,Checkout,4,0,0
2024-07-24,C00016,Audio,US,Mobile,Checkout,4,0,0
2023-08-18,C07496,Wearables,EU,Desktop,Visit,1,0,0
2024-02-25,C06689,Audio,India,Mobile,Purchase,5,44623,1
2023-05-04,C07093,Accessories,US,Desktop,Purchase,5,27181,1
2023-03-29,C01571,Audio,EU,Mobile,Visit,1,0,0
2023-05-21,C06327,Mobile,US,Mobile,Add to Cart,3,0,0
2023-02-20,C05222,Audio,US,Mobile,View,2,0,0
2024-07-20,C04428,Accessories,US,Desktop,Purchase,5,76144,1
2024-02-09,C00079,Accessories,UK,Desktop,Checkout,4,0,0
2023-12-03,C03089,Wearables,India,Mobile,View,2,0,0
2024-10-23,C01819,Wearables,India,Desktop,Add to Cart,3,0,0
2024-10-26,C07538,Accessories,US,Desktop,Checkout,4,0,0
2024-12-31,C01045,Audio,UK,Desktop,Visit,1,0,0
2024-12-31,C06549,Audio,US,Mobile,View,2,0,0
2024-01-01,C05137,Laptop,India,Desktop,Add to Cart,3,0,0
2023-09-15,C07067,Mobile,India,Desktop,Visit,1,0,0
2024-01-23,C01612,Audio,UK,Mobile,View,2,0,0
2023-02-14,C00432,Accessories,India,Mobile,View,2,0,0
2023-09-26,C02604,Mobile,India,Desktop,Add to Cart,3,0,0
2023-11-07,C05540,Wearables,US,Mobile,Visit,1,0,0
2024-11-02,C02076,Accessories,EU,Desktop,Checkout,4,0,0
2023-10-05,C05145,Accessories,India,Desktop,Visit,1,0,0
2024-04-19,C07369,Wearables,India,Mobile,View,2,0,0
2024-07-20,C06447,Audio,India,Mobile,View,2,0,0
2023-05-25,C00613,Wearables,UK,Desktop,View,2,0,0
2023-08-23,C07447,Accessories,EU,Desktop,View,2,0,0
2024-11-21,C07243,Audio,US,Mobile,Visit,1,0,0
2024-12-20,C05938,Wearables,India,Desktop,Checkout,4,0,0
2023-05-16,C07233,Audio,India,Desktop,Add to Cart,3,0,0
2024-03-20,C04351,Mobile,UK,Desktop,Add to Cart,3,0,0
2023-12-19,C00272,Audio,UK,Desktop,View,2,0,0
2024-01-29,C03708,Accessories,EU,Mobile,View,2,0,0
2023-10-02,C04658,Wearables,UK,Desktop,Add to Cart,3,0,0
2024-01-19,C06143,Audio,UK,Mobile,Visit,1,0,0
2023-11-19,C07693,Laptop,UK,Desktop,View,2,0,0
2023-07-02,C07124,Wearables,EU,Mobile,Checkout,4,0,0
2024-07-26,C04432,Wearables,UK,Mobile,View,2,0,0
2024-03-15,C00758,Laptop,India,Desktop,Checkout,4,0,0
2023-03-04,C04304,Audio,US,Desktop,View,2,0,0
2024-12-27,C04131,Mobile,US,Desktop,Visit,1,0,0
2024-10-12,C00114,Accessories,UK,Mobile,Visit,1,0,0
2024-10-07,C05152,Mobile,EU,Mobile,Visit,1,0,0
2023-02-03,C06909,Accessories,US,Mobile,View,2,0,0
2024-12-05,C06999,Accessories,UK,Desktop,Add to Cart,3,0,0
2024-04-21,C06904,Wearables,US,Desktop,Visit,1,0,0
2023-03-28,C05017,Accessories,US,Mobile,View,2,0,0
2023-07-29,C01963,Wearables,India,Mobile,Visit,1,0,0
2024-04-06,C06300,Laptop,India,Desktop,Visit,1,0,0
2023-03-22,C03066,Accessories,EU,Mobile,View,2,0,0
2023-11-18,C03949,Laptop,India,Desktop,Visit,1,0,0
2024-02-19,C07672,Mobile,EU,Desktop,Add to Cart,3,0,0
2023-07-09,C00834,Wearables,UK,Desktop,Add to Cart,3,0,0
2023-08-21,C07107,Wearables,EU,Desktop,Add to Cart,3,0,0
2024-01-27,C05983,Audio,India,Desktop,Checkout,4,0,0
2023-06-18,C06497,Accessories,US,Mobile,Checkout,4,0,0
2024-03-18,C00929,Audio,EU,Desktop,Visit,1,0,0
2023-06-17,C05423,Audio,India,Mobile,Checkout,4,0,0
2023-08-19,C05238,Laptop,EU,Desktop,Visit,1,0,0
2023-05-30,C02083,Wearables,EU,Mobile,Checkout,4,0,0
2024-10-25,C02916,Laptop,EU,Desktop,Visit,1,0,0
2024-07-03,C01344,Wearables,India,Mobile,Add to Cart,3,0,0
2024-01-21,C04314,Wearables,UK,Mobile,Visit,1,0,0
2024-01-16,C05388,Audio,India,Desktop,Visit,1,0,0
2023-10-02,C06008,Laptop,UK,Desktop,Add to Cart,3,0,0
2024-09-08,C05813,Laptop,US,Desktop,Checkout,4,0,0
2023-03-03,C02092,Wearables,India,Mobile,Add to Cart,3,0,0
2024-04-11,C01198,Laptop,US,Desktop,Purchase,5,62373,1
2024-06-11,C03851,Accessories,India,Mobile,Add to Cart,3,0,0
2023-05-30,C00198,Laptop,India,Desktop,Visit,1,0,0
2023-05-22,C00857,Mobile,India,Desktop,Add to Cart,3,0,0
2023-04-26,C04398,Laptop,UK,Mobile,View,2,0,0
2023-03-06,C01979,Accessories,US,Desktop,Visit,1,0,0
2024-03-04,C06971,Laptop,UK,Mobile,Add to Cart,3,0,0
2023-11-06,C07074,Accessories,UK,Desktop,Visit,1,0,0
2024-12-06,C03171,Mobile,India,Mobile,Add to Cart,3,0,0
2024-03-05,C04501,Audio,US,Desktop,Checkout,4,0,0
2023-06-10,C06866,Wearables,US,Desktop,Visit,1,0,0
2023-11-02,C06856,Wearables,US,Desktop,Purchase,5,64021,1
2023-12-27,C00994,Wearables,EU,Mobile,Purchase,5,76042,1
2023-10-05,C07988,Mobile,UK,Desktop,Visit,1,0,0
2023-10-23,C07472,Mobile,EU,Mobile,Checkout,4,0,0
2024-07-04,C00846,Accessories,EU,Mobile,View,2,0,0
2023-06-18,C06291,Mobile,India,Mobile,Visit,1,0,0
2024-04-03,C01748,Audio,India,Mobile,Add to Cart,3,0,0
2024-08-02,C05508,Accessories,India,Desktop,Visit,1,0,0
2023-01-07,C04966,Audio,US,Desktop,Visit,1,0,0
2024-08-19,C01568,Audio,India,Desktop,Visit,1,0,0
2024-12-11,C00346,Laptop,EU,Desktop,Checkout,4,0,0
2023-05-12,C00156,Wearables,India,Mobile,Checkout,4,0,0
2024-08-10,C07756,Audio,India,Mobile,Visit,1,0,0
2023-12-13,C05562,Wearables,India,Mobile,View,2,0,0
2024-12-21,C07370,Accessories,US,Desktop,Checkout,4,0,0
2024-08-18,C05033,Wearables,US,Desktop,View,2,0,0
2023-09-10,C03811,Mobile,EU,Desktop,Checkout,4,0,0
2024-02-14,C05921,Wearables,US,Desktop,Add to Cart,3,0,0
2024-06-26,C00142,Mobile,India,Desktop,Visit,1,0,0
2023-12-21,C00104,Laptop,India,Desktop,View,2,0,0
2024-12-13,C01239,Laptop,EU,Desktop,Purchase,5,47900,1
2024-07-17,C04050,Audio,UK,Desktop,Checkout,4,0,0
2024-01-03,C07477,Mobile,UK,Desktop,Add to Cart,3,0,0
2024-08-06,C04204,Mobile,US,Desktop,View,2,0,0
2024-05-25,C03532,Wearables,UK,Mobile,View,2,0,0
2024-06-16,C07978,Laptop,UK,Desktop,Checkout,4,0,0
2024-06-11,C03876,Mobile,UK,Mobile,Purchase,5,16516,1
2024-06-11,C06681,Accessories,India,Desktop,View,2,0,0
2024-02-06,C01253,Laptop,US,Mobile,Visit,1,0,0
2023-06-24,C07080,Audio,EU,Desktop,Checkout,4,0,0
2023-03-19,C04723,Audio,India,Mobile,Add to Cart,3,0,0
2024-03-15,C07110,Laptop,US,Mobile,Checkout,4,0,0
2024-07-02,C00208,Mobile,US,Mobile,Checkout,4,0,0
2023-08-20,C06846,Audio,US,Mobile,View,2,0,0
2024-02-04,C04823,Laptop,EU,Mobile,Visit,1,0,0
2023-08-01,C05641,Wearables,EU,Desktop,Purchase,5,77533,1
2023-07-12,C03691,Mobile,India,Desktop,View,2,0,0
2024-07-25,C01763,Laptop,India,Desktop,Add to Cart,3,0,0
2024-12-01,C05853,Wearables,EU,Desktop,Add to Cart,3,0,0
2023-09-24,C00718,Accessories,India,Mobile,Checkout,4,0,0
2023-05-06,C03909,Audio,UK,Mobile,Visit,1,0,0
2024-12-15,C01429,Laptop,India,Desktop,View,2,0,0
2024-01-17,C04277,Mobile,UK,Mobile,Purchase,5,68016,1
2024-06-27,C00641,Wearables,UK,Desktop,Visit,1,0,0
2024-05-16,C01823,Laptop,US,Desktop,Checkout,4,0,0
2024-02-07,C05805,Laptop,UK,Desktop,Visit,1,0,0
2023-09-18,C03049,Wearables,UK,Desktop,Checkout,4,0,0
2024-01-22,C03228,Laptop,EU,Desktop,View,2,0,0
2024-02-16,C01920,Mobile,UK,Mobile,View,2,0,0
2023-12-12,C01411,Audio,EU,Mobile,Visit,1,0,0
2023-04-04,C07270,Mobile,EU,Desktop,Add to Cart,3,0,0
2023-11-24,C06260,Mobile,UK,Desktop,Visit,1,0,0
2023-04-10,C00471,Audio,US,Mobile,Checkout,4,0,0
2024-04-05,C05800,Laptop,UK,Mobile,Visit,1,0,0
2023-11-11,C04100,Wearables,UK,Desktop,View,2,0,0
2023-01-25,C06138,Wearables,India,Desktop,Purchase,5,67782,1
2024-05-08,C06342,Accessories,US,Mobile,Checkout,4,0,0
2023-12-19,C02252,Mobile,UK,Desktop,View,2,0,0
2023-04-27,C07564,Audio,EU,Mobile,Purchase,5,29193,1
2023-07-18,C01402,Wearables,India,Mobile,View,2,0,0
2023-10-06,C06718,Audio,US,Desktop,Add to Cart,3,0,0
2024-08-04,C04679,Wearables,India,Mobile,Add to Cart,3,0,0
2023-03-20,C04700,Audio,UK,Desktop,Purchase,5,28325,1
2024-02-28,C01498,Mobile,India,Mobile,Purchase,5,77658,1
2023-12-20,C06832,Accessories,US,Mobile,View,2,0,0
2024-06-09,C03463,Accessories,UK,Desktop,Checkout,4,0,0
2024-06-24,C01721,Mobile,US,Desktop,Visit,1,0,0
2024-10-17,C06712,Laptop,UK,Desktop,Visit,1,0,0
2024-04-21,C00579,Laptop,UK,Mobile,Checkout,4,0,0
2023-01-10,C05005,Audio,UK,Mobile,View,2,0,0
2024-07-12,C02484,Mobile,US,Mobile,View,2,0,0
2024-05-17,C02111,Mobile,India,Desktop,Purchase,5,7691,1
2023-09-17,C02601,Audio,EU,Mobile,Visit,1,0,0
2024-06-07,C06091,Audio,EU,Desktop,Purchase,5,20155,1
2024-08-18,C00743,Wearables,US,Mobile,Visit,1,0,0
2023-01-06,C05783,Accessories,India,Desktop,Visit,1,0,0
2023-02-04,C04271,Wearables,UK,Desktop,Visit,1,0,0
2023-06-24,C03905,Audio,UK,Mobile,View,2,0,0
2024-03-17,C07906,Audio,UK,Mobile,Visit,1,0,0
2024-07-30,C05023,Audio,EU,Desktop,View,2,0,0
2023-05-27,C06753,Wearables,India,Desktop,Add to Cart,3,0,0
2024-07-22,C02031,Accessories,India,Desktop,Visit,1,0,0
2023-07-12,C05860,Audio,US,Desktop,Checkout,4,0,0
2023-01-13,C03108,Laptop,US,Desktop,Visit,1,0,0
2024-06-13,C07182,Accessories,UK,Desktop,View,2,0,0
2023-09-03,C04261,Laptop,India,Desktop,Purchase,5,15557,1
2024-11-05,C05024,Laptop,India,Mobile,View,2,0,0
2023-04-24,C02229,Accessories,US,Desktop,View,2,0,0
2023-08-21,C05532,Laptop,India,Mobile,Visit,1,0,0
2024-11-08,C03265,Mobile,EU,Mobile,View,2,0,0
2023-11-18,C04399,Wearables,India,Desktop,Visit,1,0,0
2024-06-21,C01735,Audio,UK,Desktop,Purchase,5,40045,1
2023-05-06,C04944,Mobile,US,Mobile,Checkout,4,0,0
2023-11-09,C06390,Audio,US,Desktop,Checkout,4,0,0
2024-05-25,C05024,Audio,UK,Mobile,View,2,0,0
2024-04-28,C02456,Mobile,US,Desktop,View,2,0,0
2023-10-08,C04110,Audio,UK,Mobile,Visit,1,0,0
2023-10-10,C01455,Accessories,UK,Mobile,View,2,0,0
2024-10-12,C02127,Wearables,US,Desktop,View,2,0,0
2024-09-04,C03956,Audio,US,Mobile,View,2,0,0
2024-01-27,C00001,Wearables,UK,Desktop,Checkout,4,0,0
2024-06-06,C05084,Laptop,EU,Desktop,Add to Cart,3,0,0
2024-01-17,C06931,Audio,EU,Mobile,Checkout,4,0,0
2023-08-04,C06970,Laptop,US,Mobile,Purchase,5,18515,1
2024-06-25,C00647,Wearables,UK,Desktop,Visit,1,0,0
2024-08-28,C06610,Mobile,India,Mobile,Visit,1,0,0
2023-04-26,C07679,Wearables,EU,Desktop,Purchase,5,541,1
2024-05-23,C02543,Accessories,US,Desktop,Purchase,5,48049,1
2024-05-14,C01869,Accessories,UK,Mobile,Add to Cart,3,0,0
2023-09-28,C03187,Wearables,UK,Desktop,Add to Cart,3,0,0
2024-03-15,C02624,Wearables,India,Mobile,Checkout,4,0,0
2023-10-18,C03346,Laptop,UK,Desktop,Add to Cart,3,0,0
2023-02-08,C05567,Laptop,UK,Mobile,Purchase,5,67149,1
2023-01-24,C00708,Audio,US,Mobile,Visit,1,0,0
2023-02-12,C05426,Laptop,India,Desktop,Add to Cart,3,0,0
2023-06-19,C03396,Mobile,UK,Desktop,View,2,0,0
2023-12-06,C00603,Mobile,EU,Desktop,Visit,1,0,0
2023-06-18,C02832,Laptop,EU,Mobile,Visit,1,0,0
2024-06-21,C04494,Wearables,EU,Mobile,View,2,0,0
2024-11-22,C06078,Wearables,India,Desktop,Visit,1,0,0
2024-04-16,C03662,Mobile,US,Mobile,View,2,0,0
2024-10-23,C06535,Wearables,India,Mobile,View,2,0,0
2024-10-06,C04845,Accessories,EU,Mobile,Visit,1,0,0
2023-05-23,C03384,Wearables,UK,Desktop,Purchase,5,70909,1
2024-11-06,C04110,Mobile,EU,Desktop,Visit,1,0,0
2023-04-11,C05290,Audio,UK,Mobile,View,2,0,0
2024-07-28,C02157,Laptop,India,Mobile,View,2,0,0
2024-08-27,C03910,Laptop,UK,Desktop,Purchase,5,6987,1
2024-12-19,C05950,Audio,India,Desktop,Add to Cart,3,0,0
2024-04-19,C02091,Accessories,EU,Desktop,Add to Cart,3,0,0
2023-11-07,C02873,Accessories,US,Desktop,Purchase,5,58617,1
2024-08-06,C02406,Audio,US,Mobile,View,2,0,0
2023-03-01,C04571,Wearables,India,Mobile,Visit,1,0,0
2023-01-29,C01099,Mobile,US,Desktop,Add to Cart,3,0,0
2024-06-14,C01951,Accessories,EU,Desktop,View,2,0,0
2023-03-14,C03379,Accessories,EU,Desktop,Visit,1,0,0
2024-01-29,C03825,Audio,EU,Mobile,View,2,0,0
2024-01-29,C02553,Audio,UK,Desktop,Checkout,4,0,0
2024-04-25,C02883,Accessories,EU,Mobile,Visit,1,0,0
2024-04-17,C04993,Wearables,UK,Mobile,View,2,0,0
2023-11-09,C06224,Laptop,US,Mobile,Visit,1,0,0
2024-03-13,C05804,Laptop,India,Desktop,View,2,0,0
2023-11-20,C02011,Laptop,US,Desktop,Checkout,4,0,0
2023-03-28,C00494,Laptop,EU,Mobile,Visit,1,0,0
2023-12-25,C01852,Accessories,India,Mobile,Visit,1,0,0
2024-11-25,C05379,Accessories,US,Mobile,View,2,0,0
2023-07-16,C06648,Laptop,US,Desktop,Add to Cart,3,0,0
2024-01-20,C07496,Laptop,India,Mobile,Visit,1,0,0
2023-04-28,C06770,Wearables,US,Desktop,View,2,0,0
2024-05-12,C04944,Wearables,UK,Desktop,Add to Cart,3,0,0
2024-04-06,C02159,Wearables,UK,Desktop,Visit,1,0,0
2024-05-10,C05942,Mobile,UK,Desktop,View,2,0,0
2024-08-16,C05634,Wearables,EU,Mobile,Purchase,5,71314,1
2023-09-04,C04637,Wearables,EU,Desktop,Checkout,4,0,0
2023-08-22,C06928,Accessories,US,Mobile,View,2,0,0
2024-02-21,C02295,Laptop,US,Desktop,Checkout,4,0,0
2024-04-11,C07389,Wearables,EU,Desktop,Visit,1,0,0
2024-04-26,C06751,Wearables,US,Desktop,Visit,1,0,0
2023-12-31,C04842,Wearables,US,Desktop,Checkout,4,0,0
2023-06-02,C03387,Accessories,US,Desktop,Add to Cart,3,0,0
2023-09-29,C01419,Mobile,India,Mobile,Add to Cart,3,0,0
2024-01-27,C03827,Audio,UK,Mobile,Visit,1,0,0
2024-06-30,C05600,Laptop,India,Mobile,View,2,0,0
2024-12-25,C05144,Accessories,EU,Mobile,View,2,0,0
2024-12-23,C03923,Accessories,EU,Mobile,Visit,1,0,0
2024-03-05,C05792,Accessories,UK,Desktop,Visit,1,0,0
2024-10-12,C02890,Wearables,India,Desktop,Visit,1,0,0
2023-07-08,C04790,Accessories,India,Desktop,Checkout,4,0,0
2023-09-09,C00241,Audio,UK,Desktop,View,2,0,0
